source,tweet number,tweet,timestamp,compound,positive,neutral,negative
Pontifex,133,"Today we celebrate #SeaSunday, dedicated to seafarers and fishermen. I pray for them and their families, and I encourage every effort to protect and safeguard their human rights.",2019-07-14 09:30:00+00:00,0.9477,0.9477,0.9477,0.9477
Pontifex,134,Faith is a gift that keeps alive a profound and beautiful certainty: that we are God’s beloved children.,2019-07-12 11:30:00+00:00,0.9477,0.9477,0.9477,0.9477
Pontifex,135,"May God the Father welcome Vincent Lambert in His arms. Let us not build a civilization that discards persons those whose lives we no longer consider to be worthy of living: every life is valuable, always.",2019-07-11 11:42:02+00:00,0.7845,0.7845,0.7845,0.7845
Pontifex,136,"We pray for the sick who are abandoned and left to die. A society is human if it protects life, every life, from its beginning to its natural end, without choosing who is worthy to live or who is not. Doctors should serve life, not take it away.",2019-07-10 11:30:00+00:00,-0.296,-0.296,-0.296,-0.296
Pontifex,137,"“This is not just about migrants”, in the twofold sense that migrants are first of all human persons, and that they are the symbol of all those rejected by today’s globalized society. https://t.co/C3rLYrgCnB",2019-07-08 12:30:00+00:00,-0.5106,-0.5106,-0.5106,-0.5106
Pontifex,138,"On this sixth anniversary of the visit to Lampedusa, my thoughts go out to those “least ones” who daily cry out to the Lord, asking to be freed from the evils that afflict them. https://t.co/C3rLYqZ0Z1",2019-07-08 11:00:00+00:00,-0.6249,-0.6249,-0.6249,-0.6249
Pontifex,139,"In today's Gospel Jesus tells us of the real joy of his disciples: ""Rejoice because your names are written in heaven"" (Lk 10, 20), that is, in the heart of God the Father.",2019-07-07 11:30:00+00:00,0.9022,0.9022,0.9022,0.9022
Pontifex,140,"We need people and institutions that defend the dignity of workers, the dignity of work and the good of the earth, our common home. #CoopsDay",2019-07-06 09:30:00+00:00,0.8074,0.8074,0.8074,0.8074
Pontifex,141,"In difficult times, even more than in times of peace, the priority for believers is to be united to Jesus, our hope.",2019-07-05 11:30:00+00:00,0.7717,0.7717,0.7717,0.7717
Pontifex,142,https://t.co/UOkJI9XGw4,2019-07-04 13:45:00+00:00,0.0,0.0,0.0,0.0
Pontifex,143,"Through your attention to the little ones and to the poor, you can kindle stars in the night for those who suffer.",2019-07-02 11:30:00+00:00,-0.765,-0.765,-0.765,-0.765
Pontifex,144,"The Bible is not just a beautiful book to keep on a shelf. It is the Word of life be sown, a gift that the Risen Jesus asks us to accept in order to have life in His name.",2019-07-01 11:30:00+00:00,0.33,0.33,0.33,0.33
Pontifex,145,"We all go through difficult days at times, but we must always remember that life is a grace. It is the miracle that God drew forth from nothing.",2019-06-30 11:30:00+00:00,0.8957,0.8957,0.8957,0.8957
Pontifex,146,"#StsPeterandPaul were transparent before God. Throughout life, they preserved this humility, to the very end. Both understood that holiness does not consist in exalting but rather humbling oneself.",2019-06-29 11:30:00+00:00,0.1406,0.1406,0.1406,0.1406
Pontifex,147,"Pray for all Priests and for my Petrine Ministry, that every pastoral action may be sealed with the love that Christ has for every person. #SanctificationOfPriests",2019-06-28 13:00:01+00:00,0.7579,0.7579,0.7579,0.7579
Pontifex,148,Today we celebrate the 175th anniversary of the Pope’s Worldwide Prayer Network. I invite you to pray with me to be united to the Heart of Jesus and to enter together into a mission of compassion for the world.,2019-06-28 10:00:00+00:00,0.9081,0.9081,0.9081,0.9081
Pontifex,149,"Jesus looks at us, loves us and awaits us. He is all heart and all mercy. Let us go with confidence to Jesus. He always forgives us. #SacredHeartofJesus",2019-06-28 08:12:41+00:00,0.91,0.91,0.91,0.91
Pontifex,150,Blessed are those who believe and who have the courage to foster encounter and communion.,2019-06-27 11:30:00+00:00,0.7964,0.7964,0.7964,0.7964
Pontifex,151,"How many times, in prayer, do we limit ourselves to asking for gifts and listing requests, forgetting that the first thing we should do is praise God’s name, adore Him, and then go on to acknowledge His living image in our brothers and sisters.",2019-06-26 11:30:00+00:00,0.802,0.802,0.802,0.802
Pontifex,152,"Saying “yes” to the Lord means having the courage to embrace life with love as it comes, with all its fragility and smallness, with all its contradictions.",2019-06-25 11:30:00+00:00,0.8126,0.8126,0.8126,0.8126
Pontifex,153,"The example of Saint John the Baptist invites us to be a Church that is always at the service of the Word of God; a Church that does not want to draw attention to itself, but to Jesus Christ.",2019-06-24 11:30:00+00:00,0.1126,0.1126,0.1126,0.1126
Pontifex,154,"Blessing is not about saying nice words or trite phrases; it is about speaking goodness, speaking with love. The Eucharist is itself a school of blessing. #CorpusDomini",2019-06-23 17:56:31+00:00,0.8877,0.8877,0.8877,0.8877
Pontifex,155,"The Eucharist prepares us for a place in eternity, because it is the Bread of Heaven. #CorpusDomini",2019-06-23 09:30:00+00:00,0.5106,0.5106,0.5106,0.5106
Pontifex,156,"The Beatitudes are not for supermen, but for those who confront the challenges and trials of every day.",2019-06-22 11:30:00+00:00,-0.1531,-0.1531,-0.1531,-0.1531
Pontifex,157,"Without communion and without compassion that is constantly nourished by prayer, theology not only loses its soul, but loses the intelligence and the ability to intepret reality in a Christian way.  #NaplesVisit #VeritatisGaudium",2019-06-21 11:42:14+00:00,0.8513,0.8513,0.8513,0.8513
Pontifex,158,"Dear young people, I would like to tell each one of you: God loves you; never doubt it, whatever happens to you in life; under any circumstances, you are infinitely loved.",2019-06-21 06:49:02+00:00,0.9424,0.9424,0.9424,0.9424
Pontifex,159,"With refugees, Divine Providence offers us an opportunity to build a more supportive, more fraternal society, and a more open Christian community, according to the Gospel. #WithRefugees",2019-06-20 11:30:00+00:00,0.8357,0.8357,0.8357,0.8357
Pontifex,160,"Jesus became bread broken for us, and He asks us to give ourselves to others, no longer to live for ourselves, but for one another. #CorpusDomini",2019-06-20 09:30:00+00:00,-0.3919,-0.3919,-0.3919,-0.3919
Pontifex,161,May the Holy Spirit lead us to live more fully as children of God and as brothers and sisters.,2019-06-19 11:30:00+00:00,0.4215,0.4215,0.4215,0.4215
Pontifex,162,"Faith is a relationship, an encounter, and under the impetus of God's love we can communicate, welcome, and understand the gifts of others and respond to them.",2019-06-18 11:30:00+00:00,0.875,0.875,0.875,0.875
Pontifex,163,"Holy Spirit, harmony of God, You who transform fear into trust and hard-heartedness into gift, come into us!",2019-06-17 11:30:00+00:00,0.8313,0.8313,0.8313,0.8313
Pontifex,164,"Each one of us has infinite value for God: we may be small under heaven and powerless when the earth trembles, but for God we are more precious than anything.",2019-06-16 13:30:00+00:00,0.8857,0.8857,0.8857,0.8857
Pontifex,165,"The mystery of the Most Holy Trinity tells us that we do not have a solitary God up there in heaven, far away; no, He is the Father who gave us his Son, who became man like us, and who sends his own Spirit to be even closer to us.",2019-06-16 10:30:00+00:00,0.5402,0.5402,0.5402,0.5402
Pontifex,166,"The Holy Spirit calls all of us and helps us discover the beauty of being together and of journeying together, each in his or her own language and tradition but happy to be amongst brothers and sisters.",2019-06-15 11:30:00+00:00,0.8625,0.8625,0.8625,0.8625
Pontifex,167,"I am close to many elderly people who live hidden away, forgotten, neglected. And I thank those who are committed to a more inclusive society, which does not need to throw away those who are weak in body and mind. #WEAAD",2019-06-15 09:26:34+00:00,-0.5574,-0.5574,-0.5574,-0.5574
Pontifex,168,"Holy Spirit, our harmony, You who make us one body, infuse your peace in the Church and in the world!",2019-06-14 11:30:00+00:00,0.8016,0.8016,0.8016,0.8016
Pontifex,169,The #poor save us because they enable us to encounter the face of Jesus Christ. https://t.co/YpGX5crUF4,2019-06-13 13:00:00+00:00,0.4939,0.4939,0.4939,0.4939
Pontifex,170,"Holy Spirit, make us artisans of harmony, sowers of good, apostles of hope!",2019-06-13 10:00:00+00:00,0.8588,0.8588,0.8588,0.8588
Pontifex,171,"As adults we must not rob children of their capacity to dream. Let us seek to promote an environment of hope, where their dreams may grow and be shared: A shared dream opens the path towards a new way of life. #NOChildLabourDay",2019-06-12 09:30:00+00:00,0.9511,0.9511,0.9511,0.9511
Pontifex,172,"Give freely that which you have received freely, so that God's graces may reach the hearts of all. #SantaMarta",2019-06-11 09:14:42+00:00,0.83,0.83,0.83,0.83
Pontifex,173,"Holy #MaryMotherOfTheChurch, help us to entrust ourselves fully to Jesus and to believe in His love, especially in times of trial, beneath the shadow of the Cross, when our faith is called to mature.",2019-06-10 11:30:00+00:00,0.91,0.91,0.91,0.91
Pontifex,174,"To men and women missionaries, and to all those who, by virtue of their baptism, share in any way in the mission of the Church, I send my heartfelt blessing. #MissionaryOctober #Pentecost
https://t.co/qKEspH4emp",2019-06-09 11:33:41+00:00,0.8934,0.8934,0.8934,0.8934
Pontifex,175,"Holy Spirit, breathe into our hearts and let us inhale the tenderness of the Father. Breathe upon the Church, so that she may spread the Gospel with joy. Breathe upon the world the fresh restoration of hope. #Pentecost",2019-06-08 18:00:00+00:00,0.91,0.91,0.91,0.91
Pontifex,176,"Lord, defuse the violence of our tongues and our hands. Renew our hearts and minds, so that the word which always brings us together will be ""brother"", and our way of life will always be: Peace. #OneMinuteForPeace",2019-06-08 09:30:00+00:00,-0.1531,-0.1531,-0.1531,-0.1531
Pontifex,177,"How do I know the Lord listens to me? We have a certainty: Jesus. He is the great intercessor. He ascended into Heaven, and He stands before the Father to intercede for us. His prayer of intercession is never-ending.",2019-06-07 11:30:00+00:00,0.8555,0.8555,0.8555,0.8555
Pontifex,178,https://t.co/I8zoahTq2e,2019-06-06 13:45:00+00:00,0.0,0.0,0.0,0.0
Pontifex,179,"Today, with gratitude to God, we remember that our body contains the elements of the planet: its air is that which gives us breath, and its water revives and restores us. #BeatAirPollution #LaudatoSì",2019-06-05 13:00:01+00:00,0.8481,0.8481,0.8481,0.8481
Pontifex,180,"Euthanasia and assisted suicide are a defeat for all. We are called never to abandon those who are suffering, never giving up but caring and loving to restore hope.",2019-06-05 10:44:01+00:00,0.9133,0.9133,0.9133,0.9133
Pontifex,181,"Without wonder, faith, like life, becomes grey and routine.",2019-06-04 11:30:00+00:00,-0.501,-0.501,-0.501,-0.501
Pontifex,182,"The Ascension of our Lord into Heaven inaugurates a new form of the presence of Jesus amongst us, and asks us to have the eyes and the heart to encounter Him, serve Him, and be His witness to others.",2019-06-03 11:30:00+00:00,0.5106,0.5106,0.5106,0.5106
Pontifex,183,"Fecioara Maria să-și întindă ocrotirea ei de mamă peste toți cetățenii României care, în decursul istoriei, și-au pus întotdeauna încrederea în mijlocirea ei. Fecioarei Maria vă încredințez pe voi toți și mă rog pentru ca ea să vă călăuzească pe calea credinței. #ApostolicJourney",2019-06-02 14:30:00+00:00,0.4939,0.4939,0.4939,0.4939
Pontifex,184,"Let us choose the way of Jesus.  It is a way that demands effort, but the way that brings peace. #ApostolicJourney #Romania",2019-06-02 13:45:00+00:00,0.6956,0.6956,0.6956,0.6956
Pontifex,185,"May you be witnesses of freedom and mercy, allowing fraternity and dialogue to prevail over divisions. #ApostolicJourney #Romania",2019-06-02 11:30:00+00:00,0.7717,0.7717,0.7717,0.7717
Pontifex,186,"As Christians we are called to manifest, even on the internet, the communion that marks our identity as believers, opening the way to dialogue, encounter, and to smiles. #WorldCommunicationsDay",2019-06-02 07:30:00+00:00,0.4767,0.4767,0.4767,0.4767
Pontifex,187,"The feast of the Ascension urges us to raise our eyes to Heaven, to fulfil, with the grace of our risen Lord, the mission He has entrusted to us: to announce the Gospel to everyone.",2019-06-02 06:42:36+00:00,0.7845,0.7845,0.7845,0.7845
Pontifex,188,"God loves with a Father’s love. Every life, and every one of us, belongs to him. #ApostolicJourney #Romania",2019-06-01 16:30:00+00:00,0.875,0.875,0.875,0.875
Pontifex,189,"Let us journey together, allowing the Gospel to be the leaven that permeates everything and fills our peoples with the joy of salvation! #ApostolicJourney #Romania",2019-06-01 13:30:00+00:00,0.6239,0.6239,0.6239,0.6239
Pontifex,190,"Dear parents, help your children discover the love of Jesus! This will make them strong and courageous. #GlobalParentsDay",2019-06-01 10:30:00+00:00,0.9476,0.9476,0.9476,0.9476
Pontifex,191,"Contemplating Mary allows us to turn our gaze to all those many women, mothers and grandmothers who, by their quiet sacrifices, devotion and self-denial, are shaping the present and preparing the way for tomorrow’s dreams. #ApostolicJourney #Romania",2019-05-31 17:19:19+00:00,0.6908,0.6908,0.6908,0.6908
Pontifex,192,The Holy Spirit loves to shape unity from the most beautiful and harmonious diversity. #ApostolicJourney #Romania,2019-05-31 14:48:46+00:00,0.9162,0.9162,0.9162,0.9162
Pontifex,193,"Tomorrow I will go to Romania as a pilgrim, to walk together with our brothers of the Romanian Orthodox Church and with the Catholic faithful. I ask you, please, to pray for me.",2019-05-30 11:30:00+00:00,0.7579,0.7579,0.7579,0.7579
Pontifex,194,"With His ascension the risen Lord draws our gaze to Heaven, to show us that the goal of our journey is the Father.",2019-05-30 09:00:00+00:00,0.5106,0.5106,0.5106,0.5106
Pontifex,195,"If you trust in the goodness of the Lord, you will understand the meaning of events and the purpose of your life.",2019-05-29 11:30:00+00:00,0.743,0.743,0.743,0.743
Pontifex,196,"In our lives there are crosses, there are difficult moments. But in these difficult moments we feel that the Holy Spirit helps us to go forward and to overcome the difficulties. #SantaMarta",2019-05-28 10:31:40+00:00,-0.3291,-0.3291,-0.3291,-0.3291
Pontifex,197,"Even today so many Christians are killed and persecuted for the love of Christ. They give their lives in silence, because their martyrdom isn't newsworthy. Yet there are more Christian martyrs today than in the early centuries.",2019-05-27 11:30:00+00:00,-0.3818,-0.3818,-0.3818,-0.3818
Pontifex,198,"It is the Spirit who makes us arise from our limitations, from our deaths, because we have so many necroses in our life, in our soul. The message of the Resurrection is this: we must be reborn.",2019-05-26 11:30:00+00:00,0.1779,0.1779,0.1779,0.1779
Pontifex,199,"Mercy shown to those who can only receive, without giving anything in return, is precious in the eyes of God.",2019-05-25 11:30:00+00:00,0.7402,0.7402,0.7402,0.7402
Pontifex,200,"Mary is a woman who walks with the grace and the tenderness of a mother; she unties all the knots of the many problems we manage to create, and she teaches us to stand upright in the midst of storms. #MaryHelpOfChristians",2019-05-24 11:30:00+00:00,0.6124,0.6124,0.6124,0.6124
Pontifex,201,"We pray for the Catholics in China. May Our Lady of Sheshan help them witness to the faith, in communion with the universal Church, and to persevere in unity despite the wounds and the trials, trusting in the hope that does not disappoint.",2019-05-24 09:00:02+00:00,0.9282,0.9282,0.9282,0.9282
Pontifex,202,"God does not reside in the greatness of that which we accomplish, but in the littleness of the poor persons that we meet. #Caritas",2019-05-23 14:30:00+00:00,-0.4019,-0.4019,-0.4019,-0.4019
Pontifex,203,"Every creature has a function, none is superfluous. The whole universe speaks the language of God's love, of His boundless affection for us: soil, water, mountains, everything is God's caress. #Biodiversity #LaudatoSì'",2019-05-22 09:30:00+00:00,0.8225,0.8225,0.8225,0.8225
Pontifex,204,"The peace of Jesus is a gift. We cannot obtain it through human means. The peace of Jesus is something else: the peace of Jesus teaches us to endure. To endure is to carry life on our shoulders, our difficulties, our work, everything, and to have the courage to go forward.",2019-05-21 11:15:23+00:00,0.9371,0.9371,0.9371,0.9371
Pontifex,205,"We pray for those who live with severe illness. Let us always safeguard life, God's gift, from its beginning until its natural end. Let us not give in to a throwaway culture.",2019-05-20 11:46:44+00:00,0.6124,0.6124,0.6124,0.6124
Pontifex,206,"Let us remain united to the Lord Jesus through listening to the Word, through the sacraments, a life of fraternity and service to others.",2019-05-19 11:30:00+00:00,0.4215,0.4215,0.4215,0.4215
Pontifex,207,"It is the Spirit who is the protagonist of Christian life, the Holy Spirit, who is with us, accompanies us, transforms us, is victorious with us.",2019-05-18 11:30:00+00:00,0.34,0.34,0.34,0.34
Pontifex,208,"Let yourself be transformed and renewed by the Holy Spirit, in order to bring Christ into every environment and to give witness to the joy and youthfulness of the Gospel!",2019-05-17 11:30:00+00:00,0.6996,0.6996,0.6996,0.6996
Pontifex,209,"“The word of God is alive” (Hebrews 4:12); it does not die or get old, but remains forever.",2019-05-16 11:30:00+00:00,0.3865,0.3865,0.3865,0.3865
Pontifex,210,Promoting the development of the #family means supporting and caring for every human person and for all of creation. #ClimateAction,2019-05-15 11:14:19+00:00,0.8658,0.8658,0.8658,0.8658
Pontifex,211,"God proposes Himself, He never imposes Himself; He enlightens us, but never blinds us.",2019-05-14 11:30:00+00:00,0.3711,0.3711,0.3711,0.3711
Pontifex,212,"Mary, Virgin of #Fatima, we are certain that each one of us is precious in your eyes and that nothing in our hearts has estranged you. Guard our life with your embrace, guide us all on the path to holiness.",2019-05-13 09:30:00+00:00,0.7964,0.7964,0.7964,0.7964
Pontifex,213,"On this World Day of Prayer for Vocations, let us join in prayer and ask the Lord to help us discover his plan of love for our lives, and to grant us the courage to walk in the path that, from the beginning, he has chosen for each of us. #Vocations https://t.co/t5VV9caXjd",2019-05-12 13:00:00+00:00,0.93,0.93,0.93,0.93
Pontifex,214,"God has placed this plan in our hearts and in all creation: to love Him, our brothers and sisters, and the whole world, and to find true happiness in this love.",2019-05-12 11:30:00+00:00,0.9584,0.9584,0.9584,0.9584
Pontifex,215,This is the time of mercy; this is the time of the Lord’s compassion. Let us open our hearts so that He may come to us.,2019-05-11 11:30:00+00:00,0.6705,0.6705,0.6705,0.6705
Pontifex,216,Today we ask for the grace to be docile to the voice of the Lord and for a heart open to the Lord; for the grace not to be afraid to do great things and the sensitivity to pay attention to the small things. #SantaMarta,2019-05-10 11:01:21+00:00,0.8519,0.8519,0.8519,0.8519
Pontifex,217,"If we live like children of God and we let ourselves be guided by the Holy Spirit, we do good to all creation as well.",2019-05-09 11:30:00+00:00,0.886,0.886,0.886,0.886
Pontifex,218,"Virgin of the #HolyRosary, help us to be of one heart and one soul, a holy people journeying toward our Heavenly home.",2019-05-08 09:30:00+00:00,0.7717,0.7717,0.7717,0.7717
Pontifex,219,Faith must lead us believers to see other persons as our brothers and sisters that we need to support and love. #ApostolicJourney #NorthMacedonia https://t.co/ZgFHoIfz6R,2019-05-07 18:51:15+00:00,0.8658,0.8658,0.8658,0.8658
Pontifex,220,"Mother Teresa, we ask you to intercede with Jesus, that we too may obtain the grace to be attentive to the cry of the poor, the sick, the outcast and the least of our brothers and sisters. #ApostolicJourney #NorthMacedonia 
https://t.co/wDp161d9UW",2019-05-07 08:52:49+00:00,-0.7717,-0.7717,-0.7717,-0.7717
Pontifex,221,"May each of us, wherever we may be, in all that we do, be able to say: “Lord, make me an instrument of your peace”. #ApostolicJourney #Bulgaria https://t.co/Ue5eb9ujsB",2019-05-06 18:04:09+00:00,0.0,0.0,0.0,0.0
Pontifex,222,As Pope John XXIII said: “I never met a pessimist who managed to do something good”. The Lord is the first not to be pessimistic. He constantly tries to open up paths of resurrection for all of us. #ApostolicJourney #Bulgaria,2019-05-06 16:33:44+00:00,0.4973,0.4973,0.4973,0.4973
Pontifex,223,"Every morning, God comes to find us where we are.  He summons us to rise at his word, to look up and to realize that we were made for heaven. #ApostolicJourney #Bulgaria https://t.co/TXYMNdJj4v",2019-05-05 15:48:14+00:00,0.6597,0.6597,0.6597,0.6597
Pontifex,224,"As Saint Cyril said: “With joy I set out for the Christian faith; however weary and physically weak, I will go with joy”. #ApostolicJourney #Bulgaria https://t.co/nODVPVcXRY",2019-05-05 10:31:30+00:00,0.3818,0.3818,0.3818,0.3818
Pontifex,225,"I ask you to accompany with your prayers my journey to Bulgaria and North Macedonia, which I begin tomorrow as a pilgrim of peace and fraternity. #ApostolicJourney",2019-05-04 13:00:01+00:00,0.5423,0.5423,0.5423,0.5423
Pontifex,226,In many countries May is the month of Mary. May the Mother of God accompany us and protect Christians in fighting against the forces of evil. Let us entrust ourselves to her and pray for the Church and for peace in the world.,2019-05-03 11:30:00+00:00,0.3818,0.3818,0.3818,0.3818
Pontifex,227,"We need a journalism that is free, at the service of truth, goodness, and justice; a journalism that helps build a culture of encounter. #DefendMediaFreedom",2019-05-03 09:30:00+00:00,0.9274,0.9274,0.9274,0.9274
Pontifex,228,https://t.co/gaDiaAUt7c,2019-05-02 14:15:00+00:00,0.0,0.0,0.0,0.0
Pontifex,229,"May St Joseph, the humble workman of Nazareth, direct us toward Christ, support the sacrifice of those who do good, and intercede for those who have lost their job or who are not successful in finding a job.",2019-05-01 11:30:00+00:00,0.0588,0.0588,0.0588,0.0588
Pontifex,230,"Let us ask the Lord to grant us the awareness that we cannot truly be Christians unless we walk with the Holy Spirit, unless we let the Holy Spirit be the protagonist of our life. #SantaMarta",2019-04-30 11:11:31+00:00,0.3599,0.3599,0.3599,0.3599
Pontifex,231,"God searches for you, even if you don’t search for Him. God loves you, even if you have forgotten Him. God looks for beauty in you, even if you think you have uselessly squandered all your talents.",2019-04-29 11:30:00+00:00,0.9081,0.9081,0.9081,0.9081
Pontifex,232,"If we open our hearts to mercy and we seal forgiveness with a fraternal embrace, we proclaim before the world that it is possible to overcome evil with good. #DivineMercy",2019-04-28 11:30:02+00:00,0.5267,0.5267,0.5267,0.5267
Pontifex,233,"The Lord seeks everyone, He wants everyone to feel the warmth of His mercy and His love.",2019-04-27 11:30:00+00:00,0.8658,0.8658,0.8658,0.8658
Pontifex,234,"During these #Easter days, proclaim with your life and with your words, the wonderful news that Jesus is Risen.",2019-04-26 11:30:01+00:00,0.5719,0.5719,0.5719,0.5719
Pontifex,235,"Christ is risen, and with Him our creative hope arises to face the problems of our day, because we know we are not alone. #Easter",2019-04-25 11:30:00+00:00,0.5913,0.5913,0.5913,0.5913
Pontifex,236,"The martyrs of all times, with their fidelity to Christ, tell us that injustice does not have the last word: we can continue to hope in the risen Lord. #Easter",2019-04-24 11:30:00+00:00,-0.2023,-0.2023,-0.2023,-0.2023
Pontifex,237,May the proclamation of the Lord's Resurrection sustain our hope and transform it into concrete acts of charity. #Easter,2019-04-23 11:30:00+00:00,0.6908,0.6908,0.6908,0.6908
Pontifex,238,"Let us welcome Christ’s victory over sin and death into our lives. In this way, we will draw His transforming power upon all creation as well.",2019-04-22 14:30:00+00:00,-0.3182,-0.3182,-0.3182,-0.3182
Pontifex,239,"Today, too, let us join in prayer with the Christian community of Sri Lanka, which was struck by terrible violence on Easter Sunday. We entrust to the risen Lord the victims, the wounded and all the suffering. #PrayForSriLanka",2019-04-22 10:59:08+00:00,-0.9081,-0.9081,-0.9081,-0.9081
Pontifex,240,The resurrection of Christ is the true hope of the world. Happy #Easter!,2019-04-21 11:00:00+00:00,0.8655,0.8655,0.8655,0.8655
Pontifex,241,"Today we contemplate the empty tomb of Christ and we hear the words of the angel: ""Do not be afraid! He is risen!"" #Easter",2019-04-21 07:30:00+00:00,-0.3365,-0.3365,-0.3365,-0.3365
Pontifex,242,"Look at the open arms of Christ crucified, and let Him save you. Contemplate His blood shed out of love and let yourself be purified by it. In this way you can be reborn. #GoodFriday",2019-04-19 11:30:00+00:00,0.8126,0.8126,0.8126,0.8126
Pontifex,243,"In the Eucharist you really meet Jesus, share His life, feel His love; there you experience that His death and resurrection are for you. #HolyThursday",2019-04-18 11:30:00+00:00,0.4144,0.4144,0.4144,0.4144
Pontifex,244,"Christ died because He loves each one of us: young and old, saints and sinners, people of His time and people of our time. #HolyWeek",2019-04-17 12:55:17+00:00,0.0258,0.0258,0.0258,0.0258
Pontifex,245,"Today we unite in prayer with the people of France, as we wait for the sorrow inflicted by the serious damage to be transformed into hope with reconstruction. Holy Mary, Our Lady, pray for us. #NotreDame",2019-04-16 11:30:00+00:00,-0.4019,-0.4019,-0.4019,-0.4019
Pontifex,246,"Christ, out of love, sacrificed himself completely in order to save you. His outstretched arms on the cross are the most telling sign that he is a friend who is willing to stop at nothing. #HolyWeek",2019-04-15 11:30:00+00:00,0.8555,0.8555,0.8555,0.8555
Pontifex,247,"Today, World Youth Day, I would like to mention all those young saints, especially the saints “next door” to us, known only to God; sometimes he likes to surprise us with them. #DiocesanWYD",2019-04-14 12:30:00+00:00,0.8176,0.8176,0.8176,0.8176
Pontifex,248,"By his self-abasement, Jesus wanted to open up to us the path of faith and to precede us on that path. #PalmSunday #HolyWeek https://t.co/wtJucvOUTo",2019-04-14 10:30:00+00:00,0.4215,0.4215,0.4215,0.4215
Pontifex,249,"If we return to the Lord with our frailties, if we take the way of love, we will embrace the life that never fades. And we will experience joy. #Lent",2019-04-13 11:30:00+00:00,0.8834,0.8834,0.8834,0.8834
Pontifex,250,"Fasting also means changing our attitude towards other people and towards all creatures: from the temptation to “devour” everything to satisfy our greed, to the ability to suffer for love. #Lent",2019-04-12 11:30:00+00:00,0.5106,0.5106,0.5106,0.5106
Pontifex,251,"From the Cross, Jesus teaches us the powerful courage of renunciation. Because we will never go forward if we are weighed down by heavy loads. #Lent",2019-04-11 11:30:00+00:00,0.7184,0.7184,0.7184,0.7184
Pontifex,252,"Almsgiving helps us emerge from the foolishness of living to accumulate everything for ourselves, under the illusion of securing a future that is not ours. #Lent",2019-04-10 11:30:00+00:00,0.2732,0.2732,0.2732,0.2732
Pontifex,253,May the Lord always give us hope for the future and the strength to keep going. #SantaMarta,2019-04-09 09:24:42+00:00,0.7269,0.7269,0.7269,0.7269
Pontifex,254,"Lenten fasting frees us from our attachment to things, from the worldliness that anaesthetizes the heart. #Lent",2019-04-08 11:30:00+00:00,0.5267,0.5267,0.5267,0.5267
Pontifex,255,"During this time of #Lent we are invited to look to others too with charity, which frees us from the vanity of possessing, from thinking that things are good if they are good for me.",2019-04-07 11:30:00+00:00,0.836,0.836,0.836,0.836
Pontifex,256,"#Lent invites us to look upward with prayer, which frees us from a horizontal, flat life, where we find time only for our ego, but forget God.",2019-04-07 10:30:00+00:00,0.2263,0.2263,0.2263,0.2263
Pontifex,257,#Lent is the time to rediscover our way back to life. The Lord is the destination of our journey in the world: the course must be set on Him.,2019-04-06 11:30:00+00:00,0.0,0.0,0.0,0.0
Pontifex,258,"Fasting from sin gives hope to creation too, which will be “set free from slavery to corruption and share in the glorious freedom of the children of God” (Rom 8:21). #Lent",2019-04-05 11:30:00+00:00,0.8591,0.8591,0.8591,0.8591
Pontifex,259,https://t.co/DXkotQwsz7,2019-04-04 13:45:00+00:00,0.0,0.0,0.0,0.0
Pontifex,260,"When we pray, let us recall that we do so with Jesus. Jesus is our courage. Jesus is our security, who in this moment intercedes for us. #SantaMarta",2019-04-04 09:46:20+00:00,0.7845,0.7845,0.7845,0.7845
Pontifex,261,"Through prayer we learn to renounce the idolatry and self-sufficiency of our ego, and to admit we need the Lord and His mercy. #Lent",2019-04-03 11:30:00+00:00,0.5106,0.5106,0.5106,0.5106
Pontifex,262,"If you are young in years, but feel weak, weary or disillusioned, ask Jesus to renew you.  With him, hope never fails. #ChristusVivit https://t.co/BCRJCpKGgW",2019-04-02 14:30:00+00:00,-0.5426,-0.5426,-0.5426,-0.5426
Pontifex,263,"The Church is young when she receives ever anew the strength born of God’s Word, the Eucharist, and the daily presence of Christ and the power of His Spirit in our lives. The Church is young when she shows herself capable of constantly returning to her source. #ChristusVivit",2019-04-02 13:00:00+00:00,0.7579,0.7579,0.7579,0.7579
Pontifex,264,"Christ is alive!  He is our hope, and in a wonderful way he brings youth to our world. #ChristusVivit https://t.co/BCRJCq2h8u",2019-04-02 10:15:00+00:00,0.8588,0.8588,0.8588,0.8588
Pontifex,265,Let us not pass this favourable time of #Lent in vain! Let us ask God to assist us on a journey of true conversion.,2019-04-01 11:30:00+00:00,0.3382,0.3382,0.3382,0.3382
Pontifex,266,"I thank all the Moroccan people for your warm welcome. May the Almighty, Gracious and Merciful, protect you and bless Morocco! #ApostolicJourney",2019-03-31 19:30:00+00:00,0.9402,0.9402,0.9402,0.9402
Pontifex,267,Jesus invites us to contemplate the heart of our Father. Only from that perspective can we acknowledge once more that we are brothers and sisters. #ApostolicJourney,2019-03-31 15:30:00+00:00,0.0,0.0,0.0,0.0
Pontifex,268,"Charity, especially towards the vulnerable, is the best opportunity we have to keep working to build up a culture of encounter. #ApostolicJourney",2019-03-31 11:00:00+00:00,0.8242,0.8242,0.8242,0.8242
Pontifex,269,"Every human being has the right to life, to dream and to find his or her rightful place in our “common home”!  Every person has a right to the future. #ApostolicJourney",2019-03-30 18:00:00+00:00,0.3164,0.3164,0.3164,0.3164
